object_class,pattern,struct_cluster,sem_cluster,cluster_size,minority_size,dominant_sem_cluster,dominant_struct_cluster,cluster_purity,example_rank,object_id,object_label,definition,mean_weight_cosine,radicals
characters,sem_together_struct_split,39,51,395,349,,27,0.1165,3,U+355A,㕚,"(ancient form of 爪) claws of birds or animals, feet, to scratch, to claw, to grasp",0.5784114899999999,"丶, 又"
characters,sem_together_struct_split,28,52,398,330,,27,0.1709,1,U+34CB,㓋,to freeze; to congeal; to curdle,0.5900019120000001,"一, 丨, 八, 冫, 十"
characters,sem_together_struct_split,1,52,398,330,,27,0.1709,2,U+34E0,㓠,"(same as 玷) a flaw; a defect, to cut with a sword; to chop",0.5916553766666667,"刀, 卜, 口"
characters,sem_together_struct_split,1,52,398,330,,27,0.1709,3,U+34E2,㓢,to cut the flesh from the bones; to scrape off; to pick out; to get rid of,0.61596352,"刀, 口, 夂"
characters,sem_together_struct_split,56,53,703,632,,27,0.101,1,U+3400,㐀,(same as U+4E18 丘) hillock or mound,0.53586629,"一, 卜"
characters,sem_together_struct_split,46,53,703,632,,27,0.101,2,U+34AA,㒪,(ancient form of 錫) tin; pewter,0.5557439233333333,"人, 止, 豕"
characters,sem_together_struct_split,49,53,703,632,,27,0.101,3,U+34BD,㒽,a kind of cap for children,0.6638888460000001,"二, 人, 八, 冂, 卩"
characters,sem_together_struct_split,38,54,368,303,,27,0.1766,1,U+35A2,㖢,(same as 飺) to reject food,0.498303435,"匕, 口, 广, 止"
characters,sem_together_struct_split,57,54,368,303,,27,0.1766,2,U+35D8,㗘,to bite the hard and solid food,0.526255192,"丶, 十, 口, 寸, 月"
characters,sem_together_struct_split,9,54,368,303,,27,0.1766,3,U+3661,㙡,a kind of edible mushroom,0.55187685,"人, 土, 彳, 止"
characters,sem_together_struct_split,28,55,154,117,,27,0.2403,1,U+3535,㔵,a kind of vessel,0.6617392099999999,"一, 丨, 八, 匚, 十, 己"
characters,sem_together_struct_split,1,55,154,117,,27,0.2403,2,U+3578,㕸,sound of rolling a boat,0.60697016,"口, 立"
characters,sem_together_struct_split,34,55,154,117,,27,0.2403,3,U+3693,㚓,tie-beams of a small boat,0.5775943400000001,"大, 木"
characters,sem_together_struct_split,46,56,306,233,,27,0.2386,1,U+344A,㑊,a kind of disease,0.71090752,"亠, 人"
characters,sem_together_struct_split,31,56,306,233,,27,0.2386,2,U+3782,㞂,"ulcers, swollen feet, a kind of disease",0.5975937433333333,"女, 尢, 爪"
characters,sem_together_struct_split,56,56,306,233,,27,0.2386,3,U+3787,㞇,"ulcers, swollen feet, a kind of disease (abnormal in walking)",0.5234212875,"一, 丿, 尢, 田"
characters,sem_together_struct_split,46,57,369,275,,31,0.2547,1,U+3457,㑗,"a god, pregnant",0.614978315,"人, 身"
characters,sem_together_struct_split,42,57,369,275,,31,0.2547,2,U+345E,㑞,"(same as 媵) (in old time) a maid who accompanies a bride to her new home; to escort, a concubine",0.5725487366666666,"人, 廾, 火"
characters,sem_together_struct_split,1,57,369,275,,31,0.2547,3,U+34AD,㒭,(same as 昆) an elder brother,0.5871917600000001,"儿, 口"
characters,sem_together_struct_split,16,58,343,204,,30,0.4052,1,U+3559,㕙,a wily rabbit; a cunning hare,0.6184014449999999,"丶, 八, 厶, 夂"
characters,sem_together_struct_split,5,58,343,204,,30,0.4052,2,U+361C,㘜,"(non-classical form of 雔) a kind of silkworm, pair of birds; couple; companion; to match, corresponding, proper",0.6272695833333334,"口, 言, 隹"
characters,sem_together_struct_split,3,58,343,204,,30,0.4052,3,U+3742,㝂,"locust, larva of Chilo simplex; a kind of moth",0.33349046999999993,"子, 手, 斤"
characters,sem_together_struct_split,42,59,172,129,,27,0.25,1,U+3723,㜣,"a last name, carriage; deportment; bearing; poise (of a woman)",0.584818675,"冫, 女, 火, 犬"
characters,sem_together_struct_split,24,59,172,129,,27,0.25,2,U+3AC0,㫀,"huge tripod of bronze with two ears; heavy three-legged caldron or sacrificial vessel regarded as a type of imperial power, the Empire, a kind of cooking utensil used in ancient times",0.526264595,"斤, 日"
characters,sem_together_struct_split,58,59,172,129,,27,0.25,3,U+423F,䈿,belt of the canvas top on vehicles,0.48092157999999996,"亠, 八, 冖, 日, 竹"
